name,riskScore,status,reviewer,date,age,occupation,coverageType,coverageAmount,income,policyTerm,premiumAmount,policyType,claimHistory,maritalStatus,dependents,healthHistory,policyStartDate
Steve Rogers,766,Approved,Reviewer_3,2024-07-30,55,Scientist,Health,$300913,$52404,21 years,$16319,Term Life,Yes,Married,1,No,2024-05-29
Steve Rogers,772,Approved,Reviewer_2,2023-09-07,38,CEO,Critical Illness,$142908,$94084,13 years,$6535,Term Life,Yes,Married,2,No,2024-08-23
Natasha Romanoff,674,Pending,Reviewer_1,2023-08-11,58,Teacher,Term Life,$740578,$55059,23 years,$37681,Whole Life,Yes,Single,3,No,2024-08-12
Natasha Romanoff,759,Needs Info,Reviewer_4,2024-10-22,63,Doctor,Term Life,$160487,$123693,17 years,$23006,Whole Life,Yes,Single,1,No,2024-11-12
Clint Barton,711,Needs Info,Reviewer_2,2023-08-31,58,CEO,Term Life,$897803,$53440,23 years,$34738,Term Life,Yes,Married,3,Yes,2024-07-09
Bruce Banner,658,Pending,Reviewer_4,2024-05-19,43,Scientist,Critical Illness,$879196,$125877,24 years,$35922,Whole Life,Yes,Married,3,No,2024-08-13
Steve Rogers,672,Needs Info,Reviewer_3,2023-03-29,65,Engineer,Life,$739189,$102374,26 years,$6142,Term Life,Yes,Single,3,No,2024-12-18
Clint Barton,652,Declined,Reviewer_3,2024-03-22,42,CEO,Critical Illness,$647222,$148583,15 years,$34861,Term Life,No,Married,1,No,2024-11-06
Clint Barton,712,Approved,Reviewer_3,2023-07-23,44,Doctor,Life,$793595,$79727,18 years,$19910,Term Life,No,Married,2,No,2024-10-09
Clint Barton,615,Approved,Reviewer_2,2023-10-17,22,Doctor,Life,$848434,$72767,27 years,$9672,Whole Life,No,Single,0,Yes,2024-10-09
Natasha Romanoff,714,Needs Info,Reviewer_5,2023-08-14,63,Doctor,Term Life,$479853,$144434,23 years,$39730,Term Life,Yes,Married,4,Yes,2024-07-09
Natasha Romanoff,605,Pending,Reviewer_1,2024-09-03,61,CEO,Life,$679593,$143604,11 years,$49426,Term Life,Yes,Single,2,Yes,2024-05-10
Clint Barton,729,Approved,Reviewer_1,2023-03-30,50,Engineer,Term Life,$191964,$84240,14 years,$10823,Term Life,Yes,Married,5,Yes,2024-01-03
Tony Stark,709,Pending,Reviewer_4,2023-05-10,37,CEO,Life,$841274,$36265,27 years,$26278,Whole Life,Yes,Single,3,No,2024-05-18
Steve Rogers,704,Pending,Reviewer_4,2024-07-25,47,CEO,Health,$866444,$122722,22 years,$46478,Term Life,No,Single,1,No,2024-12-21
Tony Stark,654,Needs Info,Reviewer_5,2024-05-21,54,Doctor,Critical Illness,$774714,$38600,22 years,$47068,Term Life,No,Married,2,No,2024-04-01
Natasha Romanoff,723,Declined,Reviewer_2,2023-09-22,48,Doctor,Life,$731572,$147419,30 years,$25954,Term Life,No,Single,2,Yes,2024-09-28
Natasha Romanoff,638,Pending,Reviewer_3,2023-09-19,42,Scientist,Critical Illness,$439935,$110108,13 years,$17870,Whole Life,No,Single,1,No,2024-07-29
Tony Stark,614,Pending,Reviewer_1,2024-04-25,27,Teacher,Term Life,$401085,$120594,29 years,$19304,Whole Life,Yes,Single,3,No,2024-04-08
Natasha Romanoff,706,Declined,Reviewer_1,2024-01-21,41,CEO,Critical Illness,$226757,$145885,14 years,$45337,Term Life,Yes,Married,4,Yes,2024-01-28
Clint Barton,770,Approved,Reviewer_3,2023-06-01,36,Engineer,Term Life,$495942,$52881,27 years,$2795,Whole Life,No,Single,1,Yes,2024-11-22
Bruce Banner,741,Approved,Reviewer_3,2024-07-25,57,Teacher,Critical Illness,$491367,$77483,14 years,$23266,Whole Life,Yes,Married,5,Yes,2024-02-05
Natasha Romanoff,743,Pending,Reviewer_5,2024-01-30,48,CEO,Term Life,$397581,$75783,27 years,$45693,Term Life,No,Single,2,Yes,2024-03-10
Clint Barton,672,Pending,Reviewer_5,2023-12-12,51,Engineer,Health,$107629,$88039,28 years,$41153,Term Life,Yes,Married,5,No,2024-10-06
Steve Rogers,711,Declined,Reviewer_4,2023-10-13,34,Doctor,Health,$423604,$128495,17 years,$25123,Whole Life,No,Married,1,No,2024-05-07
Tony Stark,653,Approved,Reviewer_2,2023-10-20,20,Scientist,Life,$569343,$58661,26 years,$19295,Whole Life,No,Single,0,Yes,2024-06-11
Bruce Banner,738,Declined,Reviewer_4,2023-11-20,49,Doctor,Health,$931572,$110427,16 years,$42607,Whole Life,No,Single,0,Yes,2024-04-04
Clint Barton,618,Approved,Reviewer_5,2023-09-15,50,Scientist,Health,$773913,$89088,24 years,$46131,Whole Life,Yes,Single,0,No,2024-09-22
Tony Stark,758,Declined,Reviewer_5,2024-10-27,40,Engineer,Life,$653775,$140419,24 years,$27386,Whole Life,Yes,Married,5,Yes,2024-05-22
Tony Stark,748,Approved,Reviewer_1,2024-12-14,20,Engineer,Health,$926166,$54403,11 years,$20573,Whole Life,No,Married,5,Yes,2024-10-26
Steve Rogers,616,Approved,Reviewer_5,2023-12-11,45,Engineer,Critical Illness,$433213,$32155,29 years,$8135,Term Life,Yes,Single,2,Yes,2024-07-11
Clint Barton,713,Needs Info,Reviewer_2,2024-05-02,20,CEO,Health,$911862,$147470,29 years,$4931,Whole Life,No,Single,0,No,2024-11-18
Natasha Romanoff,684,Pending,Reviewer_4,2024-01-22,42,Scientist,Health,$380781,$132649,18 years,$7886,Term Life,No,Single,3,No,2024-01-27
Tony Stark,618,Pending,Reviewer_2,2023-10-27,32,CEO,Term Life,$118180,$142608,26 years,$39649,Whole Life,Yes,Single,3,No,2024-02-12
Clint Barton,771,Declined,Reviewer_1,2024-09-20,60,Engineer,Term Life,$302875,$109507,27 years,$45523,Term Life,No,Single,3,No,2024-01-21
Tony Stark,716,Approved,Reviewer_1,2024-08-27,52,Engineer,Term Life,$837264,$76259,23 years,$1182,Whole Life,Yes,Single,1,Yes,2024-02-21
Natasha Romanoff,699,Needs Info,Reviewer_3,2023-09-28,49,Engineer,Critical Illness,$174049,$36507,14 years,$45933,Term Life,Yes,Single,2,Yes,2024-09-23
Natasha Romanoff,649,Pending,Reviewer_4,2024-11-28,48,Teacher,Critical Illness,$846330,$145216,25 years,$28574,Term Life,No,Married,4,Yes,2024-05-03
Clint Barton,759,Pending,Reviewer_2,2023-05-28,30,Engineer,Term Life,$964982,$42801,12 years,$47831,Term Life,Yes,Single,5,Yes,2024-08-20
Clint Barton,728,Needs Info,Reviewer_4,2024-08-19,40,Teacher,Health,$230981,$44763,14 years,$43326,Term Life,Yes,Married,5,Yes,2024-07-25
Steve Rogers,799,Pending,Reviewer_4,2024-11-24,48,Teacher,Health,$999494,$117083,20 years,$6899,Term Life,Yes,Married,2,No,2024-07-18
Clint Barton,792,Pending,Reviewer_2,2024-12-29,39,CEO,Term Life,$467185,$106165,24 years,$2364,Whole Life,Yes,Single,5,No,2024-05-05
Bruce Banner,654,Approved,Reviewer_3,2023-12-26,55,Engineer,Critical Illness,$526982,$103926,16 years,$24854,Whole Life,No,Single,2,No,2024-05-25
Tony Stark,627,Approved,Reviewer_2,2023-11-14,26,Scientist,Life,$213506,$106761,29 years,$28668,Whole Life,Yes,Single,2,No,2024-05-25
Bruce Banner,689,Declined,Reviewer_3,2023-02-05,62,Engineer,Life,$889117,$106016,22 years,$25085,Term Life,Yes,Single,0,Yes,2024-10-22
Tony Stark,799,Needs Info,Reviewer_2,2023-01-06,65,CEO,Term Life,$984316,$112844,10 years,$47517,Term Life,No,Single,2,No,2024-02-19
Tony Stark,652,Needs Info,Reviewer_2,2023-01-08,41,Doctor,Critical Illness,$803654,$130641,29 years,$45228,Whole Life,No,Single,4,Yes,2024-01-17
Steve Rogers,789,Needs Info,Reviewer_3,2024-04-14,59,CEO,Health,$584199,$113030,17 years,$23394,Term Life,Yes,Single,5,Yes,2024-11-05
Tony Stark,766,Pending,Reviewer_3,2023-07-26,22,Teacher,Critical Illness,$981104,$147819,25 years,$28855,Term Life,Yes,Single,3,Yes,2024-07-22
Tony Stark,782,Declined,Reviewer_4,2024-08-28,25,Engineer,Health,$229788,$91853,15 years,$6610,Whole Life,Yes,Single,5,No,2024-09-13
Bruce Banner,779,Needs Info,Reviewer_4,2023-05-16,38,Engineer,Term Life,$175946,$121525,27 years,$2492,Term Life,Yes,Married,3,Yes,2024-07-30
Natasha Romanoff,749,Approved,Reviewer_1,2023-10-21,28,Scientist,Term Life,$287151,$59207,15 years,$37359,Whole Life,No,Single,1,Yes,2024-03-13
Bruce Banner,634,Approved,Reviewer_1,2023-12-14,64,CEO,Critical Illness,$664453,$48217,11 years,$5784,Whole Life,Yes,Single,2,Yes,2024-07-20
Bruce Banner,686,Needs Info,Reviewer_3,2023-07-23,53,Scientist,Term Life,$529556,$95407,18 years,$4144,Whole Life,Yes,Married,3,Yes,2024-06-15
Steve Rogers,654,Approved,Reviewer_2,2023-05-09,54,CEO,Life,$186547,$139662,28 years,$2442,Whole Life,Yes,Single,4,No,2024-10-23
Steve Rogers,701,Declined,Reviewer_3,2023-09-06,34,Scientist,Critical Illness,$213723,$52826,12 years,$7385,Whole Life,Yes,Married,1,No,2024-04-17
Natasha Romanoff,629,Approved,Reviewer_3,2023-09-04,58,CEO,Health,$693920,$147012,11 years,$37483,Whole Life,Yes,Married,0,Yes,2024-02-27
Tony Stark,667,Declined,Reviewer_2,2023-03-06,41,Engineer,Life,$836048,$92827,26 years,$37962,Term Life,Yes,Single,4,Yes,2024-09-22
Bruce Banner,715,Declined,Reviewer_2,2024-09-14,34,Engineer,Health,$183160,$109869,12 years,$13219,Whole Life,Yes,Married,1,Yes,2024-01-14
Clint Barton,752,Approved,Reviewer_4,2024-05-06,33,Doctor,Health,$152853,$108114,23 years,$30030,Whole Life,No,Married,3,No,2024-03-26
Natasha Romanoff,683,Declined,Reviewer_5,2023-03-09,35,Teacher,Critical Illness,$444787,$73200,19 years,$8454,Term Life,Yes,Married,2,No,2024-11-14
Clint Barton,659,Approved,Reviewer_3,2024-06-26,38,Engineer,Critical Illness,$895785,$120643,15 years,$12842,Term Life,No,Married,0,Yes,2024-02-03
Natasha Romanoff,710,Pending,Reviewer_5,2023-10-27,63,Doctor,Critical Illness,$792760,$136495,26 years,$42162,Term Life,No,Single,1,No,2024-08-06
Tony Stark,679,Needs Info,Reviewer_2,2023-04-21,33,Doctor,Term Life,$993429,$124064,15 years,$9037,Whole Life,Yes,Married,0,No,2024-11-08
Natasha Romanoff,691,Declined,Reviewer_2,2024-07-26,25,Engineer,Term Life,$492903,$69083,21 years,$25710,Whole Life,Yes,Married,1,Yes,2024-03-08
Steve Rogers,762,Approved,Reviewer_4,2024-11-29,55,Engineer,Health,$260271,$124215,10 years,$42032,Term Life,Yes,Single,0,No,2024-11-01
Steve Rogers,634,Approved,Reviewer_3,2023-11-02,63,Teacher,Term Life,$742232,$114409,17 years,$15700,Whole Life,No,Married,2,No,2024-09-25
Tony Stark,734,Approved,Reviewer_2,2024-10-17,23,Doctor,Life,$292924,$85612,18 years,$16755,Whole Life,No,Married,0,No,2024-05-05
Natasha Romanoff,628,Pending,Reviewer_1,2024-03-31,49,Teacher,Life,$934601,$59697,29 years,$44609,Whole Life,Yes,Married,5,No,2024-06-15
Bruce Banner,621,Approved,Reviewer_2,2024-09-15,38,Doctor,Life,$104579,$124948,28 years,$34985,Whole Life,Yes,Single,1,No,2024-01-31
Clint Barton,643,Pending,Reviewer_2,2024-02-13,34,Doctor,Life,$230706,$130833,12 years,$24658,Whole Life,Yes,Married,2,Yes,2024-07-30
Bruce Banner,695,Declined,Reviewer_2,2023-10-30,49,Teacher,Life,$503918,$43492,19 years,$8732,Whole Life,Yes,Single,0,Yes,2024-09-27
Bruce Banner,772,Declined,Reviewer_3,2023-04-24,27,CEO,Life,$705541,$69574,11 years,$39874,Whole Life,No,Single,2,Yes,2024-04-13
Clint Barton,634,Needs Info,Reviewer_1,2023-11-25,32,CEO,Health,$270773,$54726,11 years,$27804,Term Life,No,Married,4,No,2024-11-17
Clint Barton,686,Approved,Reviewer_1,2023-09-06,35,Teacher,Life,$789377,$130859,24 years,$7661,Term Life,Yes,Married,3,Yes,2024-07-04
Clint Barton,638,Approved,Reviewer_3,2023-08-25,52,Engineer,Health,$434377,$51347,10 years,$18854,Term Life,No,Married,0,Yes,2024-05-24
Clint Barton,743,Declined,Reviewer_3,2023-02-15,47,Teacher,Life,$579511,$83271,20 years,$7092,Whole Life,No,Married,4,Yes,2024-09-05
Clint Barton,682,Pending,Reviewer_1,2024-04-26,34,Teacher,Life,$534225,$100701,27 years,$28379,Term Life,No,Married,5,Yes,2024-04-12
Natasha Romanoff,668,Declined,Reviewer_1,2024-04-24,54,Teacher,Health,$281516,$81695,18 years,$34564,Term Life,Yes,Single,2,Yes,2024-04-23
Steve Rogers,647,Needs Info,Reviewer_5,2023-06-16,52,Teacher,Critical Illness,$932997,$47587,10 years,$47192,Whole Life,No,Single,4,No,2024-01-17
Natasha Romanoff,682,Approved,Reviewer_3,2023-12-24,64,Teacher,Critical Illness,$261212,$141985,25 years,$37254,Term Life,No,Married,0,No,2024-06-19
Bruce Banner,799,Needs Info,Reviewer_4,2023-07-06,64,Scientist,Life,$622432,$113686,25 years,$47375,Term Life,No,Married,3,No,2024-06-22
Tony Stark,683,Needs Info,Reviewer_3,2024-08-11,41,Teacher,Life,$606295,$34356,16 years,$39805,Whole Life,Yes,Married,5,Yes,2024-06-14
Tony Stark,654,Approved,Reviewer_3,2024-04-15,22,Doctor,Critical Illness,$819767,$78614,18 years,$46718,Whole Life,Yes,Single,0,No,2024-05-26
Bruce Banner,781,Needs Info,Reviewer_3,2024-10-25,36,CEO,Life,$730252,$53244,29 years,$11028,Whole Life,No,Single,2,Yes,2024-10-12
Bruce Banner,609,Needs Info,Reviewer_3,2024-02-17,58,Teacher,Term Life,$363810,$128702,28 years,$28994,Whole Life,No,Single,5,No,2024-09-03
Steve Rogers,740,Needs Info,Reviewer_1,2024-07-11,65,CEO,Life,$181291,$142589,20 years,$17985,Term Life,Yes,Married,2,No,2024-06-16
Steve Rogers,761,Needs Info,Reviewer_4,2023-08-05,39,CEO,Health,$257291,$81540,20 years,$4402,Whole Life,Yes,Single,1,Yes,2024-03-02
Clint Barton,619,Approved,Reviewer_4,2023-07-11,41,CEO,Critical Illness,$818868,$121113,22 years,$46224,Whole Life,No,Single,1,Yes,2024-12-28
Natasha Romanoff,759,Approved,Reviewer_1,2024-04-17,21,CEO,Life,$717044,$110751,13 years,$26743,Whole Life,Yes,Single,1,No,2024-12-23
Steve Rogers,781,Pending,Reviewer_2,2024-06-10,38,Teacher,Health,$764197,$125733,14 years,$49467,Term Life,No,Single,1,Yes,2024-07-23
Tony Stark,673,Needs Info,Reviewer_4,2024-09-02,56,Scientist,Health,$652632,$147015,15 years,$11633,Term Life,No,Married,1,No,2024-03-26
Tony Stark,744,Pending,Reviewer_5,2024-07-31,51,Scientist,Critical Illness,$973012,$69938,24 years,$13304,Whole Life,Yes,Single,4,Yes,2024-09-20
Tony Stark,673,Approved,Reviewer_1,2024-07-18,28,Doctor,Life,$591293,$54805,16 years,$24379,Whole Life,Yes,Married,1,Yes,2024-10-16
Steve Rogers,653,Approved,Reviewer_3,2023-01-20,52,Teacher,Health,$804770,$101408,22 years,$21418,Whole Life,No,Married,4,Yes,2024-02-27
Natasha Romanoff,730,Approved,Reviewer_4,2023-05-23,55,CEO,Critical Illness,$493916,$97989,19 years,$42141,Term Life,No,Single,4,No,2024-09-24
Clint Barton,692,Declined,Reviewer_3,2024-08-11,46,CEO,Life,$791528,$87203,21 years,$21147,Term Life,Yes,Single,1,Yes,2024-07-27
Clint Barton,761,Needs Info,Reviewer_3,2024-03-05,33,Doctor,Critical Illness,$586217,$89038,24 years,$23258,Term Life,No,Single,2,Yes,2024-09-17
Steve Rogers,754,Approved,Reviewer_5,2023-08-26,50,Scientist,Life,$728179,$47090,16 years,$3842,Term Life,No,Single,2,Yes,2024-02-27
Natasha Romanoff,647,Needs Info,Reviewer_2,2024-04-11,24,Scientist,Life,$606672,$142450,10 years,$34878,Whole Life,Yes,Married,2,Yes,2024-09-24
Tony Stark,765,Approved,Reviewer_4,2024-10-08,61,Doctor,Critical Illness,$941844,$147184,15 years,$45356,Term Life,Yes,Single,2,Yes,2024-09-02
Steve Rogers,668,Approved,Reviewer_4,2024-05-03,34,Engineer,Term Life,$782872,$32628,20 years,$33779,Whole Life,Yes,Married,5,No,2024-08-13
Bruce Banner,681,Needs Info,Reviewer_3,2023-03-20,47,Engineer,Critical Illness,$950095,$81234,29 years,$18656,Term Life,No,Married,0,No,2024-08-13
Natasha Romanoff,631,Declined,Reviewer_1,2024-08-04,46,Engineer,Critical Illness,$926759,$138764,27 years,$11797,Term Life,No,Single,4,No,2024-04-30
Tony Stark,698,Approved,Reviewer_4,2023-07-29,35,Teacher,Term Life,$846379,$96335,26 years,$18465,Term Life,No,Single,3,No,2024-09-19
Steve Rogers,701,Pending,Reviewer_3,2023-12-03,21,Teacher,Health,$801304,$112103,24 years,$43554,Term Life,No,Married,5,Yes,2024-08-18
Clint Barton,760,Pending,Reviewer_1,2024-06-16,61,Engineer,Critical Illness,$380650,$82813,11 years,$32708,Term Life,Yes,Single,0,Yes,2024-11-28
Tony Stark,673,Declined,Reviewer_1,2023-12-23,56,Scientist,Health,$161414,$123646,29 years,$48345,Whole Life,No,Single,5,Yes,2024-01-28
Steve Rogers,740,Needs Info,Reviewer_3,2024-06-27,40,Engineer,Term Life,$949671,$101265,29 years,$26008,Whole Life,Yes,Single,3,Yes,2024-06-28
Bruce Banner,757,Pending,Reviewer_3,2024-11-02,24,Doctor,Life,$800872,$99334,29 years,$15986,Term Life,Yes,Single,4,No,2024-08-16
Natasha Romanoff,747,Pending,Reviewer_2,2023-10-29,54,CEO,Critical Illness,$340979,$112959,29 years,$46266,Whole Life,Yes,Single,3,No,2024-12-14
Bruce Banner,753,Declined,Reviewer_4,2024-12-05,37,Scientist,Critical Illness,$532464,$110446,14 years,$21870,Whole Life,Yes,Single,3,No,2024-03-10
Clint Barton,736,Declined,Reviewer_4,2023-03-26,46,Teacher,Life,$465702,$73138,25 years,$2618,Whole Life,Yes,Single,4,No,2024-09-29
Clint Barton,658,Needs Info,Reviewer_5,2024-07-28,38,CEO,Health,$511563,$59993,14 years,$35989,Term Life,No,Married,1,No,2024-11-03
Natasha Romanoff,705,Declined,Reviewer_3,2024-05-23,32,CEO,Life,$995578,$73926,16 years,$43544,Whole Life,Yes,Married,2,No,2024-04-17
Bruce Banner,786,Needs Info,Reviewer_1,2024-01-18,20,Teacher,Critical Illness,$358832,$139588,19 years,$22127,Term Life,Yes,Single,0,Yes,2024-10-25
Bruce Banner,714,Declined,Reviewer_4,2023-07-02,57,Teacher,Life,$686754,$30433,14 years,$48632,Term Life,No,Married,4,Yes,2024-01-24
Clint Barton,761,Approved,Reviewer_3,2024-07-13,35,Scientist,Life,$664885,$69268,25 years,$30565,Term Life,No,Single,5,No,2024-08-19
Tony Stark,800,Pending,Reviewer_2,2024-02-20,48,Teacher,Health,$633685,$127821,24 years,$4549,Whole Life,Yes,Single,1,Yes,2024-01-17
Natasha Romanoff,781,Declined,Reviewer_4,2023-07-10,47,Engineer,Life,$286268,$131880,24 years,$42492,Term Life,Yes,Married,1,No,2024-01-07
Steve Rogers,777,Approved,Reviewer_2,2024-10-29,29,Scientist,Life,$932877,$116272,15 years,$11545,Term Life,No,Married,0,No,2024-07-04
Tony Stark,657,Pending,Reviewer_4,2023-07-19,24,CEO,Life,$452360,$93000,23 years,$35942,Term Life,No,Married,1,Yes,2024-09-22
Tony Stark,741,Needs Info,Reviewer_5,2023-11-07,29,Doctor,Life,$670543,$135153,22 years,$43898,Term Life,Yes,Married,1,No,2024-05-17
Bruce Banner,745,Needs Info,Reviewer_1,2023-07-29,20,Engineer,Term Life,$107913,$85282,30 years,$38820,Whole Life,No,Single,5,No,2024-05-26
Bruce Banner,654,Pending,Reviewer_5,2024-05-02,57,Doctor,Life,$293626,$148512,14 years,$38909,Term Life,Yes,Married,3,No,2024-09-22
Bruce Banner,658,Approved,Reviewer_3,2023-06-15,54,CEO,Life,$756105,$73911,21 years,$34123,Whole Life,Yes,Single,2,Yes,2024-05-21
Clint Barton,656,Declined,Reviewer_3,2023-01-10,29,Engineer,Term Life,$392834,$47602,22 years,$26903,Whole Life,Yes,Single,5,Yes,2024-05-22
Bruce Banner,731,Needs Info,Reviewer_5,2023-08-07,55,Doctor,Term Life,$247860,$149377,15 years,$32273,Whole Life,Yes,Single,4,Yes,2024-09-16
Clint Barton,706,Declined,Reviewer_4,2024-10-25,43,Engineer,Health,$818863,$71241,27 years,$17981,Term Life,No,Married,3,Yes,2024-04-06
Steve Rogers,716,Approved,Reviewer_4,2024-11-02,25,Scientist,Health,$700852,$121534,25 years,$1784,Term Life,No,Single,0,Yes,2024-07-03
Steve Rogers,753,Approved,Reviewer_2,2024-06-04,43,Engineer,Life,$143597,$76809,23 years,$24632,Term Life,Yes,Single,0,Yes,2024-04-03
Tony Stark,715,Needs Info,Reviewer_1,2024-04-03,62,Scientist,Term Life,$698979,$93746,30 years,$2429,Term Life,Yes,Single,2,No,2024-10-06
Bruce Banner,626,Approved,Reviewer_1,2023-06-12,50,CEO,Health,$562907,$31406,17 years,$12260,Term Life,Yes,Single,5,No,2024-12-06
Bruce Banner,685,Needs Info,Reviewer_2,2023-04-14,53,Teacher,Life,$956843,$49260,14 years,$38038,Whole Life,Yes,Married,2,No,2024-04-02
Tony Stark,791,Needs Info,Reviewer_1,2024-12-25,56,Doctor,Term Life,$830173,$51082,16 years,$1819,Whole Life,Yes,Single,4,No,2024-06-30
Clint Barton,634,Approved,Reviewer_5,2024-05-03,60,Engineer,Term Life,$132074,$146172,27 years,$37588,Whole Life,No,Married,3,No,2024-07-04
Bruce Banner,627,Approved,Reviewer_1,2023-02-10,63,CEO,Life,$746962,$121292,29 years,$13630,Term Life,No,Single,5,No,2024-04-04
